fix_id|code_id|fix_title|probability_rank|difficulty_level|est_parts_cost_min_usd|est_parts_cost_max_usd|est_labor_hours|step_by_step_instructions
8840|2456|Check transmission fluid level and condition|1|Easy DIY|10.0|40.0|0.5|1. Check fluid level and color per the platform's check procedure (dipstick or level plug) • 2. Top off or service fluid if low, dark, or burnt-smelling • 3. Clear the code and drive-cycle • 4. Recheck for the code returning
8841|2456|Inspect main TCM harness connector|2|Moderate DIY|15.0|50.0|0.8|1. Locate the main TCM connector (often at the transmission case or under the hood) • 2. Disconnect and inspect for corrosion, bent pins, or fluid intrusion • 3. Clean and reseat, or repair a damaged pin • 4. Clear the code and road test
8842|2456|Reflash the TCM to the latest calibration|3|Professional Required|5.0|150.0|1.0|1. Check for a manufacturer TSB covering this shift-quality/MIL-request code • 2. Reflash the TCM with the latest calibration if applicable • 3. Clear codes and perform any required adaptive relearn • 4. Road test through a full shift cycle
8857|2461|Adjust transmission range sensor|1|Moderate DIY|15.0|40.0|0.7|1. Locate the range sensor on the shift shaft at the transmission case • 2. Loosen the sensor and align it to the neutral/park index mark per spec • 3. Re-torque and verify each gear selection is confirmed by the sensor • 4. Clear the code and road test
8858|2461|Repair range sensor circuit wiring|2|Professional Required|10.0|50.0|1.1|1. Back-probe the range sensor circuits at the connector through each gear position • 2. Trace the harness for fluid intrusion or chafing at the case connector • 3. Repair with solder and heat-shrink, resealing the connector • 4. Confirm correct PRNDL reporting in every position
8859|2461|Replace transmission range sensor|3|Moderate DIY|40.0|150.0|1.0|1. Disconnect the battery negative terminal • 2. Remove the shift linkage and unbolt the range sensor • 3. Install and align the new sensor per spec, then reconnect linkage • 4. Clear the code and verify PRNDL matches actual gear
8860|2462|Adjust transmission range sensor|1|Moderate DIY|15.0|40.0|0.7|1. Locate the range sensor on the shift shaft at the transmission case • 2. Loosen the sensor and align it to the neutral/park index mark per spec • 3. Re-torque and verify each gear selection is confirmed by the sensor • 4. Clear the code and road test
8861|2462|Repair range sensor circuit wiring|2|Professional Required|10.0|50.0|1.1|1. Back-probe the range sensor circuits at the connector through each gear position • 2. Trace the harness for fluid intrusion or chafing at the case connector • 3. Repair with solder and heat-shrink, resealing the connector • 4. Confirm correct PRNDL reporting in every position
8862|2462|Replace transmission range sensor|3|Moderate DIY|40.0|150.0|1.0|1. Disconnect the battery negative terminal • 2. Remove the shift linkage and unbolt the range sensor • 3. Install and align the new sensor per spec, then reconnect linkage • 4. Clear the code and verify PRNDL matches actual gear
8910|2477|Inspect sensor connector for fluid intrusion|1|Easy DIY|5.0|20.0|0.5|1. Locate the sensor connector at the transmission case • 2. Disconnect and inspect for fluid/corrosion in the pins • 3. Clean and reseat with a fresh seal • 4. Clear the code and road test
8911|2477|Replace input/turbine shaft speed sensor|2|Moderate DIY|30.0|110.0|0.9|1. Disconnect the battery negative terminal • 2. Remove the sensor from the transmission case, noting fluid loss • 3. Install the new sensor with a fresh O-ring • 4. Top off fluid, clear the code, and verify signal on a scan tool
8912|2477|Repair internal/external transmission wiring harness|3|Professional Required|40.0|200.0|2.0|1. Back-probe the sensor circuit at the TCM connector • 2. Trace the internal transmission harness for chafing (may require pan removal) • 3. Repair or replace the internal harness section • 4. Refill fluid, clear the code, and verify a clean speed trace
8944|2488|Inspect output shaft speed sensor connector|1|Easy DIY|5.0|20.0|0.5|1. Locate the sensor connector at the transmission tail housing/case • 2. Disconnect and inspect for fluid intrusion/corrosion • 3. Clean and reseat with a fresh seal • 4. Clear the code and road test
8945|2488|Replace output shaft speed sensor|2|Moderate DIY|25.0|90.0|0.8|1. Raise the vehicle and locate the sensor at the transmission tail housing • 2. Remove its retaining bolt and withdraw the sensor, catching any fluid drip • 3. Install the replacement sensor with a new O-ring, seated fully • 4. Clear the code and confirm output speed tracks vehicle speed
8946|2488|Repair output shaft sensor wiring|3|Professional Required|30.0|150.0|1.8|1. Back-probe the sensor circuit at the TCM connector • 2. Trace the internal/external harness for chafing • 3. Repair or replace the affected harness section • 4. Clear the code and verify a clean, correctly-directioned speed trace
9065|2521|Verify transmission fluid level before TCC diagnosis|1|Easy DIY|20.0|80.0|0.7|1. Check fluid level and condition • 2. Change fluid and filter if contaminated, since debris commonly sticks the TCC solenoid • 3. Clear the code and drive-cycle at steady highway speed • 4. Monitor for the code returning
9066|2521|Command the TCC solenoid with a scan-tool actuator test|2|Moderate DIY|10.0|25.0|0.5|1. Connect a scan tool with bi-directional solenoid control • 2. Command the torque converter clutch solenoid on and off at a safe steady speed • 3. Confirm RPM/converter-slip PID responds to the command • 4. No response isolates the fault to the TCC solenoid or its wiring rather than internal converter wear
9067|2521|Test and replace TCC solenoid|3|Moderate DIY|40.0|160.0|1.2|1. Test TCC solenoid resistance against spec • 2. Command the solenoid with a scan tool and verify a response • 3. Replace a solenoid that is open, shorted, or stuck • 4. Clear the code and verify lockup engages/releases smoothly
9068|2521|Repair TCC control circuit wiring|4|Professional Required|15.0|60.0|1.3|1. Back-probe the driver circuit during a commanded test • 2. Voltage-drop test the harness back to the TCM • 3. Repair chafed or corroded conductors • 4. Confirm commanded lockup duty cycle is achieved
9073|2523|Verify transmission fluid level before TCC diagnosis|1|Easy DIY|20.0|80.0|0.7|1. Check fluid level and condition • 2. Change fluid and filter if contaminated, since debris commonly sticks the TCC solenoid • 3. Clear the code and drive-cycle at steady highway speed • 4. Monitor for the code returning
9074|2523|Command the TCC solenoid with a scan-tool actuator test|2|Moderate DIY|10.0|25.0|0.5|1. Connect a scan tool with bi-directional solenoid control • 2. Command the torque converter clutch solenoid on and off at a safe steady speed • 3. Confirm RPM/converter-slip PID responds to the command • 4. No response isolates the fault to the TCC solenoid or its wiring rather than internal converter wear
9075|2523|Test and replace TCC solenoid|3|Moderate DIY|40.0|160.0|1.2|1. Test TCC solenoid resistance against spec • 2. Command the solenoid with a scan tool and verify a response • 3. Replace a solenoid that is open, shorted, or stuck • 4. Clear the code and verify lockup engages/releases smoothly
9076|2523|Repair TCC control circuit wiring|4|Professional Required|15.0|60.0|1.3|1. Back-probe the driver circuit during a commanded test • 2. Voltage-drop test the harness back to the TCM • 3. Repair chafed or corroded conductors • 4. Confirm commanded lockup duty cycle is achieved
9145|2541|Check transmission fluid level and filter condition|1|Easy DIY|20.0|80.0|0.7|1. Check fluid level and condition • 2. Change fluid and filter, since debris is the most common cause of a sticking shift solenoid • 3. Clear the code and drive-cycle through all gears • 4. Monitor for the code returning
9146|2541|Command the named shift solenoid with a scan-tool actuator test|2|Moderate DIY|10.0|25.0|0.5|1. Connect a scan tool with bi-directional solenoid control • 2. Command the named shift solenoid on and off • 3. Confirm line pressure or shift-quality PID responds to the command • 4. No response isolates the fault to that solenoid or its valve-body connector before condemning the whole pack
9147|2541|Test and replace the named shift solenoid|3|Moderate DIY|35.0|150.0|1.3|1. Test the named solenoid's resistance against spec • 2. Command it individually with a scan tool and listen/feel for a click and gear response • 3. Replace the solenoid, typically as part of the valve-body solenoid pack • 4. Clear the code and verify normal shifting
9148|2541|Repair shift solenoid wiring at the valve body connector|4|Professional Required|20.0|80.0|1.5|1. Remove the valve body pan for access to the internal connector • 2. Inspect for corrosion or a broken pin at the solenoid connector • 3. Repair or replace the connector/harness section • 4. Refill fluid, clear the code, and verify commanded shifts
15367|4374|Inspect DPF differential pressure sensor hoses for cracks or swapped routing|1|Easy DIY|10.0|30.0|0.6|1. Locate the two pressure sensor hoses running to ports ahead of and behind the DPF • 2. Check for melted, kinked, or disconnected hose sections along the exhaust heat shield • 3. Confirm the hoses are routed to the correct ports and not swapped • 4. Reseat the hoses, clear the code, and monitor for its return
15368|4374|Perform a manual DPF regeneration and inspect soot loading|2|Moderate DIY|20.0|60.0|1.0|1. Connect a scan tool and check the current soot load percentage and DPF status PIDs • 2. Drive at sustained highway speed or command a parked regeneration per the platform procedure • 3. Confirm exhaust back-pressure and soot load fall to the normal range afterward • 4. Recheck efficiency monitor completion
15369|4374|Send the DPF out for professional cleaning (ash removal)|3|Professional Required|250.0|600.0|1.5|1. Remove the DPF assembly for inspection outside the vehicle • 2. Deliver it to a DPF cleaning service for pneumatic/thermal ash removal • 3. Weigh or pressure-test the cleaned filter against manufacturer specification before reinstalling • 4. Reinstall with new gaskets and clear the efficiency code
15370|4374|Replace the diesel particulate filter assembly|4|Professional Required|1200.0|3200.0|3.5|1. Confirm the filter substrate is physically cracked, melted, or missing via borescope or removal inspection • 2. Remove the DPF housing from the exhaust system, supporting adjacent flex joints • 3. Install the new filter with new gaskets and clamps, torquing to specification • 4. Clear codes and complete the DPF learn/reset procedure required by the platform
15889|4522|Smoke-test intake for vacuum/air leaks|1|Easy DIY|10.0|40.0|0.8|1. Connect a smoke machine to the intake at idle • 2. Watch for smoke escaping at intake gaskets, PCV hoses, or brake booster line • 3. Replace any leaking gasket or hose • 4. Clear codes and verify fuel trims return toward 0%
15890|4522|Replace fuel filter and test fuel pump output|2|Moderate DIY|30.0|150.0|1.0|1. Replace the fuel filter if serviceable • 2. Measure fuel pump pressure and volume against spec under load • 3. Replace a weak pump if it fails the test • 4. Clear codes and confirm rail pressure holds steady
15891|4522|Inspect and repair exhaust manifold gasket leak|3|Moderate DIY|40.0|180.0|1.5|1. Inspect the exhaust manifold gasket and studs near the upstream O2 sensor for leaks • 2. Replace the gasket and any corroded studs • 3. Torque to spec in sequence • 4. Clear codes and re-verify trim correction
15892|4523|Clean MAF sensor and inspect for false-high airflow readings|1|Easy DIY|8.0|25.0|0.4|1. Remove the MAF sensor and inspect the hot-wire element for contamination • 2. Clean with dedicated MAF cleaner (never touch the element) • 3. Reinstall and clear codes • 4. Compare live MAF g/s reading against expected values
15893|4523|Test fuel injectors for leakage and replace as needed|2|Moderate DIY|40.0|220.0|1.5|1. Perform a fuel injector leak-down/drip test • 2. Identify any injector leaking past its seat • 3. Replace the faulty injector(s) and seals • 4. Clear codes and verify trims return toward 0%
15894|4523|Replace stuck-open fuel pressure regulator|3|Moderate DIY|40.0|180.0|1.0|1. Depressurize the fuel system • 2. Remove the regulator and inspect the diaphragm/valve for sticking • 3. Install the replacement regulator with new seals • 4. Clear codes and confirm rail pressure holds at commanded target
16272|4629|Clean throttle bore and plate of carbon buildup|1|Easy DIY|10.0|25.0|0.6|1. Remove the intake ducting to access the throttle body plate • 2. Spray dedicated throttle body cleaner on the plate and bore with the plate held slightly open • 3. Wipe away loosened carbon with a lint-free cloth, avoiding the throttle position sensor end • 4. Reinstall ducting and perform a throttle relearn if the platform requires one
16273|4629|Replace electronic throttle body/actuator motor assembly|2|Moderate DIY|120.0|380.0|1.0|1. Disconnect the battery and unplug the throttle body electrical connector • 2. Remove the mounting bolts and lift off the throttle body with its gasket • 3. Install the replacement throttle body with a new gasket and torque bolts evenly • 4. Reconnect the battery and perform the required throttle/idle relearn procedure
16274|4629|Repair throttle motor control circuit wiring|3|Professional Required|25.0|80.0|1.2|1. Back-probe the throttle body connector and measure motor drive legs against the wiring diagram • 2. Trace the harness for a chafe point or corrosion between the throttle body and ECM • 3. Repair the damaged section with solder and heat-shrink • 4. Clear the code and confirm smooth throttle response through its full range
16275|4629|Clean and reseat corroded throttle body connector|4|Easy DIY|8.0|20.0|0.3|1. Unplug the throttle body connector and inspect for corrosion or bent pins • 2. Clean contacts with electrical contact cleaner • 3. Apply dielectric grease and reseat the connector fully • 4. Clear the code and confirm it stays clear through a drive cycle
16439|4681|Inspect and clean throttle/pedal position sensor connector|1|Easy DIY|5.0|20.0|0.4|1. Locate the throttle body or accelerator pedal assembly connector • 2. Unplug and inspect for corrosion or bent pins • 3. Clean contacts and reseat firmly • 4. Clear codes and verify smooth voltage sweep
16440|4681|Replace throttle body or pedal position sensor assembly|2|Moderate DIY|60.0|280.0|0.8|1. Unplug the connector and remove the mounting fasteners • 2. Install the replacement throttle body or pedal assembly • 3. Reconnect and perform a throttle relearn if required • 4. Clear codes and verify all channels track together
16441|4681|Repair throttle/pedal position sensor wiring|3|Professional Required|10.0|60.0|1.3|1. Back-probe the reference, signal, and ground circuits at the connector • 2. Voltage-drop test each leg back to the ECM • 3. Repair chafed conductors with heat-shrink splices • 4. Confirm all sensor channels agree throughout the pedal/throttle sweep
16448|4684|Inspect and clean throttle/pedal position sensor connector|1|Easy DIY|5.0|20.0|0.4|1. Locate the throttle body or accelerator pedal assembly connector • 2. Unplug and inspect for corrosion or bent pins • 3. Clean contacts and reseat firmly • 4. Clear codes and verify smooth voltage sweep
16449|4684|Replace throttle body or pedal position sensor assembly|2|Moderate DIY|60.0|280.0|0.8|1. Unplug the connector and remove the mounting fasteners • 2. Install the replacement throttle body or pedal assembly • 3. Reconnect and perform a throttle relearn if required • 4. Clear codes and verify all channels track together
16450|4684|Repair throttle/pedal position sensor wiring|3|Professional Required|10.0|60.0|1.3|1. Back-probe the reference, signal, and ground circuits at the connector • 2. Voltage-drop test each leg back to the ECM • 3. Repair chafed conductors with heat-shrink splices • 4. Confirm all sensor channels agree throughout the pedal/throttle sweep
16678|4757|Check coolant level and inspect for external leaks|1|Easy DIY|10.0|40.0|0.5|1. Check coolant level cold and top off to spec • 2. Inspect hoses, radiator, and water pump weep hole for leaks • 3. Repair any obvious external leak source • 4. Clear codes and monitor warm-up time
16679|4757|Replace stuck-open thermostat|2|Moderate DIY|20.0|90.0|1.0|1. Drain coolant below the thermostat housing • 2. Remove the housing and replace the thermostat and gasket • 3. Refill coolant and bleed air from the system • 4. Confirm engine reaches operating temperature within expected time
16680|4757|Replace failing water pump|3|Professional Required|120.0|450.0|2.0|1. Drain coolant and remove drive components to access the water pump • 2. Remove the worn pump and inspect the impeller and bearing • 3. Install the replacement pump with a new gasket • 4. Refill, bleed, and verify stable circulation and temperature
16696|4763|Smoke-test intake for vacuum/air leaks|1|Easy DIY|10.0|40.0|0.8|1. Connect a smoke machine to the intake at idle • 2. Watch for smoke escaping at intake gaskets, PCV hoses, or brake booster line • 3. Replace any leaking gasket or hose • 4. Clear codes and verify fuel trims return toward 0%
16697|4763|Replace fuel filter and test fuel pump output|2|Moderate DIY|30.0|150.0|1.0|1. Replace the fuel filter if serviceable • 2. Measure fuel pump pressure and volume against spec under load • 3. Replace a weak pump if it fails the test • 4. Clear codes and confirm rail pressure holds steady
16698|4763|Inspect and repair exhaust manifold gasket leak|3|Moderate DIY|40.0|180.0|1.5|1. Inspect the exhaust manifold gasket and studs near the upstream O2 sensor for leaks • 2. Replace the gasket and any corroded studs • 3. Torque to spec in sequence • 4. Clear codes and re-verify trim correction
16739|4777|Inspect for exhaust leaks near the O2 sensor|1|Easy DIY|5.0|40.0|0.6|1. Inspect the exhaust manifold and pipe joints near the sensor bung for leaks • 2. Listen and smoke-test for exhaust leaks upstream of the sensor • 3. Replace gaskets or tighten fasteners as needed • 4. Clear codes and monitor sensor voltage trace
16740|4777|Replace oxygen sensor|2|Moderate DIY|50.0|180.0|0.6|1. Identify the affected bank/sensor position • 2. Remove the sensor with an O2 sensor socket • 3. Apply anti-seize to threads (avoid the tip) and install the new sensor • 4. Clear codes and confirm a normal switching voltage trace
16741|4777|Repair O2 sensor signal circuit wiring|3|Professional Required|10.0|60.0|1.2|1. Back-probe the signal and ground at the connector with the engine running • 2. Voltage-drop test the circuit back to the ECM • 3. Repair chafed or corroded wiring near the exhaust with high-temp splices • 4. Confirm proper switching activity
17493|4996|Inspect for exhaust leaks near the O2 sensor|1|Easy DIY|5.0|40.0|0.6|1. Inspect the exhaust manifold and pipe joints near the sensor bung for leaks • 2. Listen and smoke-test for exhaust leaks upstream of the sensor • 3. Replace gaskets or tighten fasteners as needed • 4. Clear codes and monitor sensor voltage trace
17494|4996|Replace oxygen sensor|2|Moderate DIY|50.0|180.0|0.6|1. Identify the affected bank/sensor position • 2. Remove the sensor with an O2 sensor socket • 3. Apply anti-seize to threads (avoid the tip) and install the new sensor • 4. Clear codes and confirm a normal switching voltage trace
17495|4996|Repair O2 sensor signal circuit wiring|3|Professional Required|10.0|60.0|1.2|1. Back-probe the signal and ground at the connector with the engine running • 2. Voltage-drop test the circuit back to the ECM • 3. Repair chafed or corroded wiring near the exhaust with high-temp splices • 4. Confirm proper switching activity
28288|8138|Check the module's dedicated fuse and battery/ground connections|1|Easy DIY|8.0|25.0|0.4|1. Identify the fuse feeding the specific powertrain module or sensor node named in the code • 2. Inspect the fuse and the engine-bay ground strap for corrosion • 3. Replace the fuse if blown and retest for communication
28289|8138|Inspect and clean the engine-harness connector at the named module|2|Moderate DIY|12.0|40.0|0.6|1. Locate the connector for the module or sensor identified in the fault description • 2. Inspect for melted plastic, oil contamination, or backed-out terminals • 3. Clean contacts with electrical contact cleaner and apply dielectric grease on reassembly • 4. Clear codes and confirm the module rejoins the network
28290|8138|Repair the LIN/CAN sub-bus wiring feeding the module|3|Moderate DIY|20.0|90.0|1.3|1. Trace the sub-bus wire from the named module toward the gateway connection point • 2. Inspect for chafe against exhaust heat shields or engine mount brackets • 3. Cut out and splice in heat-resistant wire rated for engine-bay temperatures • 4. Protect the repair with high-temperature adhesive-lined heat-shrink • 5. Verify the module reports live data on a scan tool
28291|8138|Replace and reprogram the powertrain module or sensor node|4|Professional Required|120.0|650.0|1.8|1. Confirm the module or smart sensor's internal transceiver has failed through isolation testing • 2. Remove and replace the component • 3. Program or configure the replacement using a factory-level scan tool where required • 4. Confirm stable communication and correct live data over a full drive cycle
28292|8139|Check the module's dedicated fuse and battery/ground connections|1|Easy DIY|8.0|25.0|0.4|1. Identify the fuse feeding the specific powertrain module or sensor node named in the code • 2. Inspect the fuse and the engine-bay ground strap for corrosion • 3. Replace the fuse if blown and retest for communication
28293|8139|Inspect and clean the engine-harness connector at the named module|2|Moderate DIY|12.0|40.0|0.6|1. Locate the connector for the module or sensor identified in the fault description • 2. Inspect for melted plastic, oil contamination, or backed-out terminals • 3. Clean contacts with electrical contact cleaner and apply dielectric grease on reassembly • 4. Clear codes and confirm the module rejoins the network
28294|8139|Repair the LIN/CAN sub-bus wiring feeding the module|3|Moderate DIY|20.0|90.0|1.3|1. Trace the sub-bus wire from the named module toward the gateway connection point • 2. Inspect for chafe against exhaust heat shields or engine mount brackets • 3. Cut out and splice in heat-resistant wire rated for engine-bay temperatures • 4. Protect the repair with high-temperature adhesive-lined heat-shrink • 5. Verify the module reports live data on a scan tool
28295|8139|Replace and reprogram the powertrain module or sensor node|4|Professional Required|120.0|650.0|1.8|1. Confirm the module or smart sensor's internal transceiver has failed through isolation testing • 2. Remove and replace the component • 3. Program or configure the replacement using a factory-level scan tool where required • 4. Confirm stable communication and correct live data over a full drive cycle
28420|8171|Inspect the low-mount connector for water intrusion and corrosion|1|Easy DIY|10.0|30.0|0.5|1. Locate the connector for the named chassis module near the wheel well, subframe, or under-floor tunnel • 2. Inspect the connector seal and pins for corrosion or water staining • 3. Clean, dry, and reseat the connector, then clear codes
28421|8171|Voltage-drop test the chassis module's power and ground circuits|2|Moderate DIY|15.0|50.0|0.8|1. Backprobe the power and ground pins at the module connector • 2. Perform a voltage-drop test under load with the ignition on • 3. Compare readings to the 0.1V maximum drop specification • 4. Repair any high-resistance ground point found near the subframe
28422|8171|Repair under-vehicle harness damage from road debris|3|Moderate DIY|20.0|100.0|1.5|1. Inspect the harness run beneath the vehicle for abrasion from road debris or a dragging heat shield • 2. Locate the specific cut, pinched, or corroded wire section • 3. Splice in new wire rated for under-body exposure and seal with adhesive-lined heat-shrink • 4. Re-secure the harness with new clips away from moving suspension components • 5. Verify the module communicates normally through a full steering and suspension travel cycle
28423|8171|Replace and calibrate the chassis control module|4|Professional Required|220.0|650.0|2.0|1. Confirm the module's internal circuitry has failed rather than the harness • 2. Remove and replace the module • 3. Program the replacement and perform any required steering-angle or ride-height relearn • 4. Road test to confirm stable communication and correct sensor data
33105|9344|Check HV battery state of charge|1|Professional Required|5.0|40.0|0.5|1. Verify the HV system is de-energized and locked out per the manufacturer's procedure before any inspection • 2. Read HV battery state of charge on a scan tool • 3. Charge the pack to a normal operating range if low • 4. Clear the code and recheck bus voltage at a normal state of charge
33106|9344|Inspect main HV contactors for full seating|2|Professional Required|60.0|180.0|1.2|1. Verify the HV system is de-energized and locked out per the manufacturer's procedure, then confirm zero volts with a rated meter • 2. Inspect the main positive/negative contactors for feedback confirming full seating • 3. Test contactor operation per the manufacturer's procedure • 4. Repair or replace a contactor found not seating fully
33107|9344|Test HV bus voltage-sense circuit|3|Professional Required|80.0|240.0|1.4|1. Verify the HV system is de-energized and locked out per the manufacturer's procedure, then confirm zero volts with a rated meter • 2. Inspect the bus voltage-sense wiring and connectors for damage or corrosion • 3. Repair or replace the sense circuit as needed • 4. Restore the HV system per procedure and clear the code • 5. Confirm bus voltage reads correctly across a drive cycle
33111|9346|Smoke-test intake for vacuum/air leaks|1|Easy DIY|10.0|40.0|0.8|1. Connect a smoke machine to the intake at idle • 2. Watch for smoke escaping at intake gaskets, PCV hoses, or brake booster line • 3. Replace any leaking gasket or hose • 4. Clear codes and verify fuel trims return toward 0%
33112|9346|Replace fuel filter and test fuel pump output|2|Moderate DIY|30.0|150.0|1.0|1. Replace the fuel filter if serviceable • 2. Measure fuel pump pressure and volume against spec under load • 3. Replace a weak pump if it fails the test • 4. Clear codes and confirm rail pressure holds steady
33113|9346|Inspect and repair exhaust manifold gasket leak|3|Moderate DIY|40.0|180.0|1.5|1. Inspect the exhaust manifold gasket and studs near the upstream O2 sensor for leaks • 2. Replace the gasket and any corroded studs • 3. Torque to spec in sequence • 4. Clear codes and re-verify trim correction
33120|9349|Clean MAF sensor and inspect for false-high airflow readings|1|Easy DIY|8.0|25.0|0.4|1. Remove the MAF sensor and inspect the hot-wire element for contamination • 2. Clean with dedicated MAF cleaner (never touch the element) • 3. Reinstall and clear codes • 4. Compare live MAF g/s reading against expected values
33121|9349|Test fuel injectors for leakage and replace as needed|2|Moderate DIY|40.0|220.0|1.5|1. Perform a fuel injector leak-down/drip test • 2. Identify any injector leaking past its seat • 3. Replace the faulty injector(s) and seals • 4. Clear codes and verify trims return toward 0%
33122|9349|Replace stuck-open fuel pressure regulator|3|Moderate DIY|40.0|180.0|1.0|1. Depressurize the fuel system • 2. Remove the regulator and inspect the diaphragm/valve for sticking • 3. Install the replacement regulator with new seals • 4. Clear codes and confirm rail pressure holds at commanded target
37243|10510|Inspect and replace crankshaft/camshaft position sensor|1|Moderate DIY|25.0|90.0|0.8|1. Identify which sensor the correlation fault points to on the scan tool freeze frame • 2. Unplug and remove the affected position sensor • 3. Inspect the reluctor wheel/tone ring for chips or debris • 4. Install the new sensor with correct air-gap shim and clear codes
37244|10510|Inspect timing chain/belt for stretch or jumped timing|2|Professional Required|150.0|900.0|3.5|1. Remove the timing cover and verify cam-to-crank alignment against factory timing marks • 2. Measure chain stretch or check belt tooth wear • 3. Replace the timing chain/belt, tensioner, and guides as a set • 4. Reset timing to factory marks and verify correlation with a scan tool
37245|10510|Repair crank/cam sensor wiring and connectors|3|Professional Required|10.0|60.0|1.2|1. Back-probe the sensor signal and ground at each connector while cranking • 2. Voltage-drop test the harness runs back to the ECM • 3. Repair chafed conductors near the timing cover with heat-shrink splices • 4. Confirm clean square-wave signals on a scope
37848|10676|Identify the theft-deterrent generation and run the manufacturer relearn procedure|1|Easy DIY|1.0|10.0|0.5|1. Determine whether the vehicle uses VATS/PASS-Key (resistor pellet key, roughly 1986-1996) or Passlock/PASS-Key III (plain or transponder key, no pellet, roughly 1996-on) from its model year and RPO code • 2. With the key in the ignition, turn to RUN and leave it there without cranking through the full theft-deterrent lamp cycle (commonly about 10 minutes) • 3. Turn the key OFF, then back to RUN or START to attempt a normal start • 4. Repeat the wait-and-start sequence up to three times if the first attempt does not succeed • 5. If the vehicle starts and stays running, no further theft-deterrent diagnosis is needed
37849|10676|Test the VATS key pellet and clean the decoder-ring contacts (VATS-equipped vehicles only)|2|Moderate DIY|20.0|80.0|0.6|1. Confirm the vehicle is VATS/PASS-Key-equipped with a resistor pellet key before proceeding, since this test does not apply to Passlock vehicles • 2. Remove the key and measure the pellet's resistance with an ohmmeter • 3. Compare the reading against the value the PCM/BCM expects for this vehicle • 4. Clean the decoder-ring contacts inside the ignition lock cylinder • 5. Have a correctly coded replacement key pellet cut if the resistance is wrong or unstable • 6. Test-start the vehicle to confirm the fuel-enable signal is restored
37850|10676|Diagnose the Passlock lock-cylinder sensor circuit (Passlock-equipped vehicles only)|3|Moderate DIY|60.0|250.0|1.0|1. Confirm the vehicle is Passlock/PASS-Key III-equipped with a plain or transponder key and no pellet before proceeding, since this test does not apply to VATS vehicles • 2. Backprobe the Passlock sensor signal wire at the BCM connector with a digital multimeter • 3. Sweep the voltage while slowly rotating the key from OFF to RUN and watch for a smooth reading versus an erratic one • 4. Inspect the sensor's connector and wiring for corrosion or a poor ground • 5. Replace the lock-cylinder sensor or housing if the signal is erratic, flat, or absent • 6. Run the manufacturer relearn procedure after replacement and confirm normal starting
37851|10676|Repair theft-deterrent wiring or replace the BCM/security module|4|Professional Required|100.0|450.0|1.5|1. Trace the theft-deterrent harness between the ignition lock, BCM, and PCM for chafed insulation or a corroded splice • 2. Repair any damaged wiring and recheck for a stable signal with a scan tool • 3. Confirm the key pellet, decoder ring, or Passlock sensor all test within specification before condemning the module • 4. Replace the BCM or theft-deterrent module if the wiring and sensor both check out • 5. Program the replacement module and relearn all working keys • 6. Verify normal starting across several ignition cycles and confirm no theft-deterrent codes return
39626|11169|Check the module's dedicated fuse and battery/ground connections|1|Easy DIY|8.0|25.0|0.4|1. Identify the fuse feeding the specific powertrain module or sensor node named in the code • 2. Inspect the fuse and the engine-bay ground strap for corrosion • 3. Replace the fuse if blown and retest for communication
39627|11169|Inspect and clean the engine-harness connector at the named module|2|Moderate DIY|12.0|40.0|0.6|1. Locate the connector for the module or sensor identified in the fault description • 2. Inspect for melted plastic, oil contamination, or backed-out terminals • 3. Clean contacts with electrical contact cleaner and apply dielectric grease on reassembly • 4. Clear codes and confirm the module rejoins the network
39628|11169|Repair the LIN/CAN sub-bus wiring feeding the module|3|Moderate DIY|20.0|90.0|1.3|1. Trace the sub-bus wire from the named module toward the gateway connection point • 2. Inspect for chafe against exhaust heat shields or engine mount brackets • 3. Cut out and splice in heat-resistant wire rated for engine-bay temperatures • 4. Protect the repair with high-temperature adhesive-lined heat-shrink • 5. Verify the module reports live data on a scan tool
39629|11169|Replace and reprogram the powertrain module or sensor node|4|Professional Required|120.0|650.0|1.8|1. Confirm the module or smart sensor's internal transceiver has failed through isolation testing • 2. Remove and replace the component • 3. Program or configure the replacement using a factory-level scan tool where required • 4. Confirm stable communication and correct live data over a full drive cycle
39667|11181|Complete the manufacturer drive cycle|1|Easy DIY|1.0|5.0|1.5|1. Confirm no other DTCs are stored - address any real faults first • 2. Drive the manufacturer's specified drive cycle (typically a cold start, mixed city and 55 mph steady-state segments) • 3. Re-scan and confirm all readiness monitors report Complete
39668|11181|Verify battery and charging health before the drive cycle|2|Easy DIY|5.0|25.0|0.3|1. Test battery resting voltage (12.4V+) and charging voltage (13.5-14.7V) • 2. A weak battery resets monitors and prevents completion • 3. Recharge or replace the battery before repeating the drive cycle
39669|11181|Diagnose a monitor that never completes|3|Professional Required|10.0|60.0|1.0|1. Identify which monitor stays incomplete on a capable scan tool • 2. Check the enabling criteria for that monitor (fuel level, ambient temperature, trip requirements) • 3. Pinpoint-test the sensors that gate the monitor per service information
39762|11210|Inspect for contamination sources (oil, coolant, silicone) reaching the exhaust|1|Easy DIY|5.0|60.0|0.8|1. Check for oil consumption, coolant leaks, or recent use of silicone sealant near the intake/exhaust • 2. Repair the contamination source if found • 3. Inspect the sensor tip for a sooty or white/gray glassy coating • 4. Clear codes after addressing the source
